Cluster,Moisture_Penalty,Alkali_Index,Silica_Ratio,Base_Acid_Ratio,Volatile_Fixed_Ratio,Effective_HHV,Energy_Density_Index
0,0.3125,,0.3112361526288025,2.5308016877637134,108.66666666666666,-48.720000000000006,36.54
1,0.06980302401507724,17.387134717192307,0.5177733556925871,16.01747587494746,5.2053810488336385,-355.2687663551402,326.7131065420561
2,0.05104067227905016,5.3697301586999995,21.544669314194685,0.5192259546624343,4.9952218847095695,-473.2541,151.9245
